constraint_type	word1	word2	headline	generated_joke
headline	-	-	Asahi Resumes Beer Supplies in Japan After Crippling Hack	Asahi Resumes Beer Supplies in Japan After Crippling Hack And here I was thinking my life choices were questionable.
headline	-	-	Pakistan courts US with pitch for new Arabian Sea port	Pakistan courts US with pitch for new Arabian Sea port Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Dwayne Johnson opens up about unrecognizable 'Smashing Machine' transformation	Dwayne Johnson opens up about unrecognizable 'Smashing Machine' transformation Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Formula OneHorner's turbulent end at Red Bull fails to deter potential new suitors	Formula OneHorner's turbulent end at Red Bull fails to deter potential new suitors And here I was thinking my life choices were questionable.
headline	-	-	Dolly Parton misses theme park announcement due to health issue	Dolly Parton misses theme park announcement due to health issue And here I was thinking my life choices were questionable.
headline	-	-	Harvard Business School graduate arrested on charges he cheated fellow alums out of over $4 million	Harvard Business School graduate arrested on charges he cheated fellow alums out of over $4 million And here I was thinking my life choices were questionable.
headline	-	-	Children as young as 6 influenced by gender stereotypes over jobs	Children as young as 6 influenced by gender stereotypes over jobs And here I was thinking my life choices were questionable.
headline	-	-	In Dildo, N.L., where Jimmy Kimmel is honorary mayor, some residents worry about U.S. free speech	In Dildo, N.L., where Jimmy Kimmel is honorary mayor, some residents worry about U.S. free speech Honestly, that already sounds like the setup to a bad joke.
headline	-	-	‘Baltimore has the worst PR of any city in America’: a culture critic on his home town, race, police and art	‘Baltimore has the worst PR of any city in America’: a culture critic on his home town, race, police and art And here I was thinking my life choices were questionable.
headline	-	-	MLBTigers blow 10-game lead in less than a month as Guardians tie for first in AL Central	MLBTigers blow 10-game lead in less than a month as Guardians tie for first in AL Central Honestly, that already sounds like the setup to a bad joke.
headline	-	-	5 places to celebrate Halloween with the kids this October living	5 places to celebrate Halloween with the kids this October living And here I was thinking my life choices were questionable.
headline	-	-	This Crete hotel is home to the best spa on the island	This Crete hotel is home to the best spa on the island Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Cillian Murphy on 'Steve' & the teacher who changed his life	Cillian Murphy on 'Steve' & the teacher who changed his life And here I was thinking my life choices were questionable.
headline	-	-	French Assets Tumble, Euro Sinks as Prime Minister Quits	French Assets Tumble, Euro Sinks as Prime Minister Quits And here I was thinking my life choices were questionable.
headline	-	-	French private equity firm joins rush to gain exposure to surging energy use by data centres	French private equity firm joins rush to gain exposure to surging energy use by data centres And here I was thinking my life choices were questionable.
headline	-	-	‘RaptureTok’ goes viral with Christian belief about end of world	‘RaptureTok’ goes viral with Christian belief about end of world And here I was thinking my life choices were questionable.
headline	-	-	Sports Canadian Para runner Nate Tucker wins 3rd 1,500m world title, breaks own championship record	Sports Canadian Para runner Nate Tucker wins 3rd 1,500m world title, breaks own championship record And here I was thinking my life choices were questionable.
headline	-	-	Soccer live Maresca short on Sterling sympathy, Arsenal make boardroom reshuffle	Soccer live Maresca short on Sterling sympathy, Arsenal make boardroom reshuffle And here I was thinking my life choices were questionable.
headline	-	-	Ruling bans Florida retiree from leaving Saudi Arabia until 2026 over critical social media posts	Ruling bans Florida retiree from leaving Saudi Arabia until 2026 over critical social media posts And here I was thinking my life choices were questionable.
headline	-	-	OPEC+ to raise oil production by 137,000 barrels per day in November	OPEC+ to raise oil production by 137,000 barrels per day in November And here I was thinking my life choices were questionable.
headline	-	-	CanadaTrudeau made headlines with free birth control. Why didn’t Canada follow through?	CanadaTrudeau made headlines with free birth control. Why didn’t Canada follow through? And here I was thinking my life choices were questionable.
headline	-	-	Alessandro Michele's Valentino collection puts 70s silhouettes in the Paris spotlight	Alessandro Michele's Valentino collection puts 70s silhouettes in the Paris spotlight And here I was thinking my life choices were questionable.
headline	-	-	BooksUnpublished Raymond Chandler short story to appear in literary magazine	BooksUnpublished Raymond Chandler short story to appear in literary magazine And here I was thinking my life choices were questionable.
headline	-	-	The race to predict wildfires before they ignite	The race to predict wildfires before they ignite And here I was thinking my life choices were questionable.
headline	-	-	Lender files complaint with market regulator alleging Sabadell staff are obstructing voting	Lender files complaint with market regulator alleging Sabadell staff are obstructing voting Honestly, that already sounds like the setup to a bad joke.
headline	-	-	Ghost of Yōtei review – a brutal and stunningly beautiful samurai revenge quest	Ghost of Yōtei review – a brutal and stunningly beautiful samurai revenge quest And here I was thinking my life choices were questionable.
